model,persisted_model,any_rung_beats_chance,cv_auc,cv_auc_ci,oof_threshold,oof_f1,oof_recall,oof_precision,permutation_p,oof_ap,ap_null_base_rate,ap_permutation_p,f1_null_treat_all,f1_lift_over_treat_all,nested_cv_auc,nested_cv_se,selection_cost,distinct_nested_winners,tuned_lgbm_best_score,tuned_lgbm_honest,threshold_optimism_f1,n_features_selected,cohort_n,positives
"2. Logistic (L2, C=1)","2. Logistic (L2, C=1)",False,0.5829,"[0.3651, 0.7507]",0.245,0.4969,0.7222222222222222,0.36792452830188677,0.0764,0.37766267960748723,0.3050847457627119,0.0698,0.4675324675324675,0.029367532467532487,0.5338,0.0161,0.04909999999999992,8,0.5268727272727272,0.5632175757575757,0.049199480976527266,86,177,54
